zipcode,streetAddress,homeStatus,homeType,latitude,longitude,yearBuilt,lotAreaValue,lotAreaUnits,livingAreaValue,livingAreaUnitsShort,garageParkingCapacity,bedrooms,bathrooms,bathroomsFull,stories,flooring,foundationDetails,heating,cooling,fireplaceFeatures,sewer,roofType,taxAssessedValue,zestimate,rentZestimate,sold-history,pricePerSquareFoot,price,currency,Unnamed: 30
91367,23130 Victory Blvd,FOR_SALE,SINGLE_FAMILY,34.186104,-118.63098,1955.0,6550.0,Square Feet,1276.0,sqft,2.0,3.0,2.0,2.0,1.0,,[],['Forced Air'],['Central Air'],['Living Room'],['Public Sewer'],,,,4200.0,"[('2017-03-31', 550000), ('2009-05-28', 302000), ('2008-10-23', 315000), ('2006-08-01', 598000), ('1997-03-26', 140000)]",686.0,875800,USD,
91306,7318 Jumilla Ave,FOR_SALE,SINGLE_FAMILY,34.203465,-118.56309,1956.0,7017.516,Square Feet,1607.0,sqft,,4.0,2.0,2.0,1.0,['Laminate'],[],['Central'],['Central Air'],['Living Room'],,,,1017600.0,4069.0,"[('2005-06-16', 300000), ('1998-03-09', 167000), ('1994-10-12', 143000)]",613.0,985000,USD,
90744,1215 W L St,FOR_RENT,SINGLE_FAMILY,33.78624,-118.278595,,,sqft,1250.0,sqft,,2.0,1.0,1.0,,['Hardwood'],,,['Window Unit'],,,,,822500.0,3140.0,"[('2012-10-25', 333000), ('2012-06-22', 230000), ('1993-12-17', 120000)]",3.0,3500,USD,
91342,12878 Norris Ave,PENDING,SINGLE_FAMILY,34.304447,-118.454796,1946.0,6721.0,Square Feet,1116.0,sqft,0.0,3.0,1.0,1.0,1.0,,[],,['Central Air'],['None'],['Public Sewer'],,,751700.0,3393.0,"[('2019-08-09', 510000), ('2010-01-29', 280000), ('2009-09-16', 189000), ('2009-06-25', 230000)]",672.0,749900,USD,
91605,7722 Kraft Ave,FOR_SALE,SINGLE_FAMILY,34.210964,-118.379845,1944.0,6002.568,Square Feet,1000.0,sqft,,2.0,2.0,2.0,1.0,['Laminate'],[],['Central'],['Central Air'],['None'],['In Street'],,,1010500.0,3594.0,"[('2019-02-19', 2800), ('2018-11-26', 540000), ('2015-01-27', 350000)]",950.0,950000,USD,
91326,11265 Garden Grove Ave,FOR_SALE,SINGLE_FAMILY,34.275978,-118.5309,1965.0,0.2544,Acres,2040.0,sqft,,4.0,3.0,3.0,2.0,"['Mixed', 'Laminate', 'Tile']",[],['Central'],['Central Air'],['Living Room'],,,,1266000.0,4964.0,[],612.0,1249000,USD,
91331,12631 Remington St,FOR_RENT,SINGLE_FAMILY,34.266502,-118.4085,,,sqft,2087.0,sqft,,4.0,3.0,3.0,,,,['Forced Air'],['Central Air'],,,,,995400.0,4200.0,[],2.0,5000,USD,
91605,12544 Cantara St,FOR_SALE,SINGLE_FAMILY,34.21962,-118.40694,1954.0,6369.0,Square Feet,1524.0,sqft,0.0,4.0,3.0,,1.0,,[],,['Central Air'],['Living Room'],['Public Sewer'],,,1169100.0,4500.0,"[('2006-12-08', 545000), ('2005-03-24', 434500), ('2000-07-26', 175000), ('2000-05-15', 138125)]",722.0,1100000,USD,
91343,8307 Densmore Ave,FOR_SALE,SINGLE_FAMILY,34.221737,-118.479034,1953.0,7252.74,Square Feet,1217.0,sqft,,2.0,2.0,1.0,1.0,"['Hardwood', 'Laminate', 'Ceramic Tile']",[],['Wall'],"['Wall Unit(s)', 'Wall/Window Unit(s)']",['None'],['In Street'],Shingle,,903900.0,3214.0,"[('1994-05-27', 126000)]",703.0,855000,USD,
91604,11851 Laurelwood Dr APT 103,FOR_SALE,CONDO,34.14158,-118.39071,2006.0,0.4535123966942149,Acres,2040.0,sqft,2.0,3.0,4.0,4.0,3.0,"['Carpet', 'Tile', 'Wood']",[],['Central'],['Central Air'],['Living Room'],['Public Sewer'],Composition,,1114400.0,6858.0,"[('2007-06-18', 675000)]",514.0,1049000,USD,
90019,1043 S Plymouth Blvd,FOR_SALE,SINGLE_FAMILY,34.054688,-118.32736,1921.0,8524.692,Square Feet,2272.0,sqft,,4.0,2.0,2.0,1.0,['Other'],[],['Central'],['Central Air'],['Living Room'],['In Street'],Tile,,,5764.0,"[('2017-08-15', 890000), ('2015-10-22', 790000)]",570.0,1295000,USD,
91324,8800 Winnetka Ave,FOR_RENT,SINGLE_FAMILY,34.23014,-118.57069,,,sqft,1400.0,sqft,,3.0,2.0,2.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,835400.0,3914.0,[],3.0,3750,USD,
91345,15425 W Encanto Way Mission Hls,OTHER,HOME_TYPE_UNKNOWN,34.266373,-118.460304,,,sqft,,,,,,,,[],[],[],[],,,,,829900.0,4300.0,[],,829900,USD,
90037,232 W 40th Pl,FOR_SALE,SINGLE_FAMILY,34.00978,-118.27706,1916.0,6529.0,Square Feet,2407.0,sqft,0.0,7.0,4.0,4.0,2.0,,[],['See Remarks'],['Wall/Window Unit(s)'],['None'],['Public Sewer'],,,1302800.0,4756.0,"[('2002-10-16', 175000)]",519.0,1249995,USD,
90029,929 Sanborn Ave,PRE_FORECLOSURE,SINGLE_FAMILY,34.08901,-118.28308,1924.0,2702.0,Square Feet,832.0,sqft,1.0,2.0,1.0,1.0,1.0,,[],,['None'],['See Remarks'],['Sewer Paid'],,,841600.0,3463.0,[],1012.0,841600,USD,
90501,1507 207th St,FOR_RENT,SINGLE_FAMILY,33.842896,-118.30423,,,sqft,1771.0,sqft,,4.0,3.0,3.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,835500.0,3997.0,[],3.0,5100,USD,
90042,6119 Strickland Ave,FOR_SALE,SINGLE_FAMILY,34.127975,-118.1866,1911.0,0.2571854912764004,Acres,2576.0,sqft,2.0,4.0,1.0,1.0,2.0,,[],,['None'],['None'],['Public Sewer'],,,1382100.0,3979.0,[],485.0,1250000,USD,
91344,17150 Celtic St,FOR_RENT,SINGLE_FAMILY,34.26902,-118.5069,,,sqft,2000.0,sqft,,3.0,2.0,2.0,,,,,['Central Air'],,,,,964400.0,4973.0,[],2.0,4500,USD,
91307,22718 Haynes St,FOR_SALE,SINGLE_FAMILY,34.189533,-118.622505,1957.0,7922.0,Square Feet,2009.0,sqft,2.0,4.0,2.0,2.0,2.0,,['Raised'],['Central'],"['Central Air', 'Dual']","['Living Room', 'Gas']",['Public Sewer'],Composition,,1293300.0,5170.0,"[('2017-06-13', 640000), ('2016-03-10', 550000)]",635.0,1275000,USD,
90016,3721 Potomac Ave,FOR_RENT,SINGLE_FAMILY,34.01938,-118.34449,1944.0,,sqft,1156.0,sqft,,3.0,1.5,1.0,1.0,,,"['Wall Furnace', 'Fireplace']","['Wall Unit', 'Ceiling Fan']",,,"Composition,Shake Shingle",,980000.0,3905.0,[],4.0,5000,USD,
91352,8522 La Tuna Canyon Rd,PRE_FORECLOSURE,SINGLE_FAMILY,34.23605,-118.318924,1948.0,0.8003,Acres,2088.0,sqft,,2.0,2.0,1.0,2.0,"['Linoleum', 'Hardwood', 'Other']",[],"['Other', 'Heat Pump']","['Air Conditioning', 'Central Air']",['Living Room'],['In Connected and Paid'],,,925300.0,5328.0,[],443.0,925300,USD,
91306,20338 Keswick St,FOR_RENT,SINGLE_FAMILY,34.209415,-118.5768,1970.0,,sqft,2587.0,sqft,,4.0,2.0,2.0,1.0,,,"['Central', 'Fireplace']",['Central Air'],,,,,,5128.0,"[('2014-12-10', 565000), ('2014-07-17', 448000), ('2002-09-24', 340000), ('2002-05-17', 200200), ('1999-01-29', 199000)]",2.0,6000,USD,
91401,13205 Victory Blvd,FOR_SALE,TOWNHOUSE,34.186893,-118.42057,2018.0,1433.124,Square Feet,1930.0,sqft,2.0,3.0,4.0,3.0,3.0,['Laminate'],[],['Natural Gas'],['None'],['None'],,,,996200.0,4664.0,"[('2019-06-20', 751000)]",516.0,995000,USD,
91406,17226 Elkwood St,FOR_RENT,SINGLE_FAMILY,34.212536,-118.508644,,,sqft,1750.0,sqft,,3.0,3.0,3.0,,['Hardwood'],,,['Central Air'],,,,,954900.0,4287.0,"[('2001-11-21', 222000), ('1998-06-30', 135000)]",3.0,4500,USD,
91307,24312 Vanowen St,FOR_SALE,SINGLE_FAMILY,34.194363,-118.65424,1960.0,6886.836,Square Feet,1570.0,sqft,2.0,3.0,2.0,2.0,1.0,"['Laminate', 'Tile']",[],['Natural Gas'],['None'],['Wood Burning'],,,,915900.0,3994.0,"[('2022-11-01', 825000), ('2010-06-21', 435000), ('2008-01-18', 440222), ('2005-01-24', 515000)]",587.0,922000,USD,
91326,18401 Germain St,FOR_SALE,SINGLE_FAMILY,34.26207,-118.534256,1959.0,0.2527777777777777,Acres,2308.0,sqft,2.0,5.0,3.0,3.0,1.0,"['Laminate', 'Tile']",[],['Central'],['Central Air'],['Living Room'],['Public Sewer'],,,1182000.0,5350.0,"[('2020-05-19', 850000), ('2008-01-14', 502500), ('1994-03-23', 245000)]",476.0,1099000,USD,
90094,6400 S Crescent Park E #416,OTHER,HOME_TYPE_UNKNOWN,33.96966,-118.42692,,,sqft,,,,,,,,[],[],[],[],,,,,942600.0,3900.0,[],,942600,USD,
91326,19453 Twin Hills Pl,FOR_SALE,SINGLE_FAMILY,34.28029,-118.55516,1977.0,8876.0,Square Feet,2301.0,,2.0,4.0,3.0,3.0,1.0,,[],['Central'],['Central Air'],['Family Room'],['Public Sewer'],,,,5455.0,[],600.0,1380000,USD,
91304,8323 Lester Ln,FOR_SALE,SINGLE_FAMILY,34.22009,-118.639854,1963.0,0.2527318640955004,Acres,2043.0,sqft,2.0,4.0,2.0,2.0,1.0,['Wood'],['Raised'],"['Natural Gas', 'Central']",,"['Gas', 'Living Room']",,Shingle,,1300200.0,4994.0,[],612.0,1250000,USD,
91324,18940 Knapp St,FOR_RENT,SINGLE_FAMILY,34.238068,-118.54638,,,sqft,1702.0,sqft,,4.0,2.0,2.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,960200.0,4433.0,[],3.0,4600,USD,
91306,19711 Blythe St,FOR_RENT,SINGLE_FAMILY,34.215008,-118.562836,,,sqft,2473.0,sqft,,4.0,3.0,3.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,1001200.0,4900.0,"[('1996-07-23', 223000)]",2.0,4500,USD,
90015,1619 W 11th Pl,FOR_RENT,APARTMENT,34.047455,-118.276,,,sqft,1780.0,sqft,,3.0,1.5,1.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,933600.0,4465.0,[],2.0,3950,USD,
91601,5902 Lemp Ave,FOR_RENT,SINGLE_FAMILY,34.17774,-118.384155,,,sqft,1072.0,sqft,,3.0,2.0,2.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,991600.0,4058.0,"[('2020-12-08', 726000), ('2011-01-28', 282002)]",5.0,4900,USD,
90026,113 Robinson St,FOR_SALE,MULTI_FAMILY,34.073166,-118.28403,1923.0,4800.312,Square Feet,3184.0,sqft,,4.0,4.0,,,"['Laminate', 'Vinyl']",[],['Wall Gas'],['None'],,['In Street'],,,,3453.0,"[('2022-06-15', 1018580), ('2018-01-30', 1189000), ('2005-04-15', 675000)]",251.0,799900,USD,
91311,19818 Itasca St,FOR_RENT,SINGLE_FAMILY,34.24439,-118.56557,1958.0,,sqft,1901.0,sqft,,3.0,2.0,2.0,2.0,,,['Central'],['Central Air'],,,,,1035800.0,4392.0,"[('2005-04-15', 639000)]",3.0,5100,USD,
90043,6520 6th Ave,FOR_RENT,SINGLE_FAMILY,33.98008,-118.32327,,,sqft,1763.0,sqft,,3.0,2.0,2.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,1030000.0,4366.0,"[('2022-03-04', 808000), ('2015-07-31', 346500)]",3.0,4750,USD,
90019,1358 S Ridgeley Dr,FOR_SALE,SINGLE_FAMILY,34.049328,-118.355156,1949.0,5745.0,Square Feet,861.0,sqft,0.0,2.0,1.0,1.0,1.0,"['Tile', 'Wood']",[],['Central'],['Central Air'],"['Living Room', 'Decorative', 'Fire Pit']",['Public Sewer'],,,1227300.0,2999.0,"[('2012-07-18', 421000), ('2004-12-09', 575000), ('2004-03-03', 532500), ('2002-08-22', 397000), ('2002-05-14', 247500), ('1994-01-13', 107000)]",1382.0,1190000,USD,
91607,11815 W Holly Way,FOR_RENT,SINGLE_FAMILY,34.16905,-118.39031,2024.0,,sqft,2211.0,sqft,,3.0,3.5,3.0,3.0,,,"['Solar', 'Central']",['Central Air'],,,,,1030600.0,5128.0,[],3.0,6000,USD,
91307,23025 Cohasset St,FOR_SALE,SINGLE_FAMILY,34.205967,-118.628624,1956.0,7562.016,Square Feet,2224.0,sqft,,4.0,2.0,2.0,1.0,['Laminate'],[],['Natural Gas'],['None'],['Wood Burning'],,,,1126100.0,4950.0,"[('2020-03-24', 761500), ('2017-08-29', 630000)]",478.0,1063000,USD,
90019,1259 S Longwood Ave,PRE_FORECLOSURE,MULTI_FAMILY,34.05171,-118.34118,1923.0,7688.0,Square Feet,3342.0,sqft,0.0,4.0,2.0,,2.0,,[],,,,['Public Sewer'],,,1075000.0,4999.0,"[('2017-06-20', 1000), ('1999-07-28', 350000), ('1993-09-01', 230000)]",322.0,1075000,USD,
90024,10640 Wilkins Ave APT 204,FOR_SALE,CONDO,34.056442,-118.43275,1982.0,0.2992,Acres,1894.0,sqft,,2.0,3.0,2.0,3.0,['Laminate'],[],['Central'],['Central Air'],"['Living Room', 'Master Bedroom']",,,,1276400.0,5200.0,"[('2019-07-02', 885000), ('2017-11-14', 875000), ('1999-06-15', 358000)]",684.0,1295000,USD,
90008,4219 S Bronson Ave,FOR_SALE,SINGLE_FAMILY,34.007782,-118.33349,1935.0,4637.0,Square Feet,2171.0,sqft,2.0,3.0,4.0,2.0,2.0,,[],['Central'],['Central Air'],['Living Room'],['Public Sewer'],,,1590500.0,6632.0,"[('2012-07-11', 340000), ('2011-03-25', 588606), ('2006-06-28', 650000), ('2001-06-28', 290000)]",730.0,1585000,USD,
90031,2359 Harwood St,FOR_SALE,SINGLE_FAMILY,34.090054,-118.23213,1937.0,5270.76,Square Feet,2342.0,sqft,,4.0,3.0,3.0,1.0,['Vinyl Plank'],[],['Central'],['Central Air'],['None'],,,,1693300.0,6210.0,[],683.0,1599000,USD,
90065,1134 Isabel St,FOR_RENT,SINGLE_FAMILY,34.09618,-118.22372,1915.0,,sqft,1036.0,sqft,,3.0,2.0,2.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,978600.0,4500.0,"[('2022-02-01', 650000)]",5.0,4895,USD,
90066,2028 Walgrove Ave,FOR_SALE,SINGLE_FAMILY,34.002003,-118.4497,1950.0,4987.62,Square Feet,1503.0,sqft,,3.0,3.0,1.0,1.0,"['Carpet', 'Wood Under Carpet', 'Tile']",[],['Wall'],['None'],['None'],,,,1492900.0,5740.0,[],928.0,1395000,USD,
90013,530 S Hewitt St UNIT 517,FOR_RENT,APARTMENT,34.04123,-118.234634,,,sqft,1380.0,sqft,,2.0,2.0,2.0,,,,['Forced Air'],['Central Air'],,,,,1129300.0,4379.0,"[('2019-02-06', 1100000)]",3.0,4650,USD,
90045,7807 Naylor Ave,FOR_SALE,SINGLE_FAMILY,33.96956,-118.395,1944.0,6002.568,Square Feet,1576.0,sqft,,3.0,2.0,2.0,1.0,['Vinyl Tile'],[],['Forced Air'],['None'],['None'],,,,1360200.0,5996.0,"[('2021-12-20', 1130000)]",856.0,1349000,USD,
91606,6134 Fair Ave,FOR_SALE,SINGLE_FAMILY,34.182213,-118.374405,1931.0,5566.968,Square Feet,2247.0,sqft,1.0,4.0,3.0,3.0,2.0,['Tile'],[],['Natural Gas'],['None'],['Gas'],,,,1360200.0,7600.0,"[('2021-09-03', 1200000), ('2016-04-15', 448500)]",566.0,1272000,USD,
91304,8736 Farralone Ave,FOR_SALE,SINGLE_FAMILY,34.229603,-118.61067,1962.0,0.2606,Acres,1795.0,sqft,2.0,4.0,2.0,2.0,1.0,"['Laminate', 'Tile']",[],['Natural Gas'],['None'],['Gas'],,,,1285700.0,4500.0,"[('2008-09-05', 620000), ('2003-08-13', 495000), ('1998-08-20', 265000)]",675.0,1211000,USD,
91342,10601 Kurt St,FOR_SALE,SINGLE_FAMILY,34.27846,-118.36124,1964.0,10808.0,Acres,1908.0,sqft,,3.0,3.0,,,,[],,,,,,,1020800.0,4200.0,"[('2003-03-13', 333000)]",576.0,1099000,USD,
90043,6321 11th Ave,FOR_SALE,MULTI_FAMILY,33.982273,-118.32977,,0.2609,Acres,,,,,3.0,,1.0,,[],['None'],['Central Air'],,,,,1539600.0,4392.0,"[('2013-12-27', 420000), ('2012-07-09', 220000), ('2010-12-22', 355890)]",,1499000,USD,
91325,17402 Chase St,FOR_SALE,SINGLE_FAMILY,34.2229,-118.51263,1951.0,0.5133838383838384,Acres,1357.0,sqft,4.0,2.0,2.0,2.0,1.0,,[],['Central'],"['Central Air', 'Wall/Window Unit(s)']",['None'],['Public Sewer'],,,1518200.0,3599.0,[],1094.0,1485000,USD,
91343,8901 Rubio Ave,PENDING,SINGLE_FAMILY,34.23226,-118.49599,1955.0,7917.0,Square Feet,1806.0,sqft,2.0,3.0,2.0,2.0,1.0,['Wood'],[],['Central'],['Central Air'],['Living Room'],['Unknown'],,,1285500.0,4058.0,[],664.0,1200000,USD,
91042,7422 Valaho Ln,FOR_SALE,SINGLE_FAMILY,34.250477,-118.294785,2004.0,4896.0,Square Feet,2262.0,sqft,2.0,3.0,4.0,2.0,3.0,"['Vinyl', 'Wood']",[],['Central'],['Central Air'],['Living Room'],['Public Sewer'],Flat,,,5677.0,"[('2011-03-17', 422000), ('2010-02-16', 405794), ('2004-06-22', 519000)]",574.0,1299000,USD,
90032,5321 Templeton St,FOR_RENT,SINGLE_FAMILY,34.08521,-118.167915,,,sqft,850.0,sqft,,2.0,2.0,2.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,1278400.0,4952.0,"[('2021-10-21', 580000), ('2012-05-10', 249000), ('2011-08-02', 141000)]",4.0,3200,USD,
90005,2823 W 8th St,FORECLOSED,SINGLE_FAMILY,34.058006,-118.28737,1908.0,6250.0,Square Feet,3480.0,sqft,,4.0,3.0,3.0,,"['Tile', 'Carpet', 'Laminate']",[],"['Forced air', 'Solar']",['Central'],,"['In Street', 'Other']",Other,,1392000.0,6499.0,"[('2021-10-26', 1420000), ('2010-02-17', 570000), ('2009-12-10', 430027), ('2004-04-02', 630000), ('2003-08-08', 455000), ('2001-04-10', 266500), ('1998-05-22', 150000), ('1997-06-09', 100785)]",400.0,1392000,USD,
90068,1921 N Saint Andrews Pl,FOR_SALE,SINGLE_FAMILY,34.106026,-118.31186,1919.0,6603.696,Square Feet,1641.0,sqft,,3.0,2.0,1.0,1.0,"['Hardwood', 'Mixed', 'Tile']",[],['Floor Furnace'],['None'],['Living Room'],,,,1509700.0,5200.0,"[('1997-12-23', 300000)]",911.0,1495000,USD,
91343,16901 Kinzie St,FOR_RENT,SINGLE_FAMILY,34.248642,-118.50054,,,sqft,2024.0,sqft,,4.0,2.0,2.0,,['Wood'],,,['Central Air'],,,,,1256000.0,4500.0,"[('2023-11-16', 865000)]",3.0,5395,USD,
91601,5759 Satsuma Ave,FOR_RENT,SINGLE_FAMILY,34.175575,-118.367256,1925.0,,sqft,1776.0,sqft,,2.0,2.0,2.0,1.0,['Tile'],,"['Central', 'Fireplace']",['Central Air'],,,,,1323400.0,5173.0,"[('2023-09-29', 855000)]",6.0,10050,USD,
91367,20361 Clark St,FOR_RENT,SINGLE_FAMILY,34.17102,-118.5779,,,sqft,1321.0,sqft,,3.0,2.0,2.0,,,,,['Central Air'],,,,,1315600.0,4600.0,"[('2017-01-10', 624000), ('2004-10-28', 547000), ('2003-04-21', 390000)]",5.0,6800,USD,
91325,17533 Raymer St,FOR_RENT,SINGLE_FAMILY,34.22661,-118.51689,1949.0,,sqft,2310.0,sqft,,3.0,3.0,3.0,1.0,,,"['Central', 'Fireplace']",['Central Air'],,,,,1386000.0,7640.0,"[('2014-12-19', 705000), ('2000-03-01', 340000)]",3.0,5900,USD,
90028,1311 N Cherokee Ave,FOR_RENT,APARTMENT,34.094734,-118.33552,,,sqft,,,,2.0,2.0,2.0,,,,,,,,,,1220000.0,4984.0,"[('2018-05-08', 1288000), ('2011-04-28', 589000), ('2003-11-20', 580000), ('2003-07-31', 420000)]",,4800,USD,
91325,17803 Parthenia St,FOR_SALE,SINGLE_FAMILY,34.2292,-118.52185,1951.0,1.0993,Acres,3401.0,sqft,0.0,4.0,4.0,4.0,1.0,['Laminate'],[],['Central'],['Central Air'],['Living Room'],['Public Sewer'],Composition,,1833500.0,5483.0,[],529.0,1799950,USD,
91304,24108 Clarington Dr,FOR_RENT,SINGLE_FAMILY,34.208145,-118.65159,1987.0,,sqft,3585.0,sqft,,4.0,3.0,3.0,1.0,"['Laminate', 'Wood']",,"['Central', 'Fireplace']","['Central Air', 'Ceiling Fan']",,,,,1494700.0,6994.0,"[('2017-09-11', 985000), ('2008-05-22', 950000), ('1994-07-22', 475000)]",2.0,7500,USD,
90094,5350 Playa Vista Dr APT 1,PENDING,TOWNHOUSE,33.975147,-118.42781,2005.0,1.5816,Acres,2200.0,sqft,3.0,2.0,3.0,2.0,3.0,"['Hardwood', 'Tile']",[],['Natural Gas'],['None'],['None'],,,,1739000.0,6950.0,"[('2010-05-25', 685000), ('2006-04-21', 966000)]",768.0,1690000,USD,
90043,6122 S Victoria Ave,FOR_SALE,SINGLE_FAMILY,33.983906,-118.33191,1915.0,0.2611799816345271,Acres,2051.0,sqft,2.0,5.0,3.0,3.0,2.0,,[],['Central'],['None'],['See Remarks'],['Public Sewer'],,,,5104.0,"[('2002-06-28', 230000), ('1998-10-15', 158000), ('1995-04-28', 133500)]",973.0,1995000,USD,
90032,2421 Endicott St,FOR_RENT,MULTI_FAMILY,34.074993,-118.17183,1938.0,,sqft,2919.0,sqft,,2.0,1.0,1.0,1.0,,,,,,,,,1527200.0,2550.0,"[('2006-08-30', 639000), ('2004-05-04', 435000), ('1999-05-28', 229000)]",1.0,2500,USD,
90008,4523 Don Diego Dr,FOR_SALE,SINGLE_FAMILY,34.007504,-118.3535,1956.0,8028.108,Square Feet,2011.0,sqft,2.0,3.0,2.0,2.0,1.0,['Carpet'],[],['Natural Gas'],['None'],['Gas'],,,,1758900.0,5358.0,"[('2015-01-15', 875000), ('2014-01-28', 620000)]",834.0,1678000,USD,
91316,5011 Texhoma Ave,FOR_RENT,SINGLE_FAMILY,34.16108,-118.51745,,,sqft,1941.0,sqft,,4.0,2.0,2.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,1450100.0,5829.0,[],3.0,5950,USD,
91401,5222 Atoll Ave,FOR_SALE,SINGLE_FAMILY,34.165543,-118.41962,2017.0,5044.248,Square Feet,3147.0,sqft,2.0,4.0,5.0,4.0,1.0,"['Hardwood', 'Tile', 'Vinyl']",[],['Natural Gas'],['None'],['Gas'],,,,2101700.0,13816.0,"[('2015-09-10', 1512500)]",683.0,2150000,USD,
91604,12609 Milbank St,FOR_RENT,SINGLE_FAMILY,34.15341,-118.407715,1952.0,,sqft,1983.0,sqft,,3.0,3.0,3.0,1.0,['Hardwood'],,"['Central', 'Fireplace']",['Central Air'],,,,,1797800.0,7462.0,"[('2007-03-11', 898500)]",4.0,8450,USD,
90291,2025 Walnut Ave,FOR_SALE,SINGLE_FAMILY,33.999638,-118.45383,2025.0,8045.532,Square Feet,4132.0,sqft,2.0,5.0,5.0,4.0,2.0,"['Engineered Hardwood', 'Tile']",['Slab'],"['Central', 'Heat Pump', 'Zoned']","['Zoned', 'Heat Pump', 'Central Air']","['Master Bedroom', 'Great Room', 'Electric']",['In Street'],Asphalt,,4114700.0,7234.0,[],991.0,4095000,USD,
90042,5245 Hub St,FOR_RENT,SINGLE_FAMILY,34.117054,-118.20197,,,sqft,2427.0,sqft,,3.0,3.5,3.0,,,,['Forced Air'],['Central Air'],,,,,1895900.0,7588.0,"[('2022-10-19', 1775000), ('2020-03-13', 750000)]",2.0,5525,USD,
91436,4186 Hayvenhurst Dr,FOR_RENT,SINGLE_FAMILY,34.14666,-118.492546,,,sqft,2236.0,sqft,,3.0,2.0,2.0,,,,,,,,,,1914400.0,7500.0,[],2.0,5495,USD,
90035,9268 Monte Mar Dr,FOR_RENT,SINGLE_FAMILY,34.048794,-118.39171,1950.0,,sqft,1743.0,sqft,,3.0,2.0,2.0,1.0,"['Hardwood', 'Laminate', 'Wood']",,"['Central', 'Fireplace']",['Central Air'],,,,,2010100.0,7440.0,"[('2001-06-08', 412200), ('2000-01-19', 450000)]",4.0,6499,USD,
91604,3375 Coldwater Canyon Ave,FOR_RENT,SINGLE_FAMILY,34.132442,-118.41158,1954.0,,sqft,2000.0,sqft,,3.0,2.0,2.0,1.0,['Hardwood'],,"['Central', 'Fireplace']",['Central Air'],,,,,2016600.0,8322.0,"[('2022-09-30', 1500000), ('2018-11-20', 1210000), ('2006-08-24', 850000), ('2006-07-06', 681700), ('2005-05-31', 814000), ('2003-05-15', 575000)]",5.0,10500,USD,
90291,668 Indiana Ave,PENDING,SINGLE_FAMILY,33.997,-118.46723,1945.0,5280.0,Square Feet,1020.0,sqft,2.0,3.0,1.0,1.0,1.0,,[],['None'],['None'],['None'],['Public Sewer'],,,1551000.0,5640.0,"[('2015-07-17', 1575000), ('2009-03-10', 860000), ('2004-11-15', 775000), ('2004-06-17', 600000)]",1564.0,1595000,USD,
90068,6652 Whitley Ter,FOR_RENT,SINGLE_FAMILY,34.106396,-118.33529,1949.0,,sqft,2122.0,sqft,,3.0,3.5,3.0,2.0,"['Hardwood', 'Tile']",,"['Central', 'Fireplace']",['Central Air'],,,,,2117400.0,8074.0,"[('2021-01-15', 1740000), ('2013-11-20', 1205012), ('2008-11-20', 834000), ('2008-06-26', 966000), ('2004-06-04', 950000), ('1998-06-23', 310000)]",6.0,12000,USD,
90068,3124 Barbara Ct,FOR_RENT,SINGLE_FAMILY,34.126606,-118.34776,,,sqft,900.0,sqft,,1.0,1.0,1.0,,['Hardwood'],,['Forced Air'],['Central Air'],,,,,2330800.0,9080.0,"[('2019-11-18', 825000), ('1994-12-02', 180000), ('1994-03-18', 225000)]",6.0,5200,USD,
90005,810 S Longwood Ave,PENDING,SINGLE_FAMILY,34.060104,-118.3375,1924.0,0.3346,Acres,4191.0,sqft,,5.0,4.0,2.0,2.0,"['Hardwood', 'Tile']",[],['Central'],['Central Air'],['Living Room'],,,,2794300.0,15000.0,[],680.0,2850000,USD,
90035,9337 Sawyer St,FOR_RENT,SINGLE_FAMILY,34.04623,-118.39281,1951.0,,sqft,2557.0,sqft,,4.0,3.0,3.0,2.0,"['Carpet', 'Tile', 'Wood']",,"['Central', 'Fireplace']",['Central Air'],,,,,2704500.0,9499.0,[],3.0,6500,USD,
90019,4559 W 18th St,FOR_RENT,TOWNHOUSE,34.041573,-118.3388,1922.0,,sqft,774.0,sqft,,2.0,2.0,2.0,1.0,,,,,,,,,2497000.0,3993.0,"[('2021-03-02', 800000)]",3.0,2612,USD,
90041,5314 Mount Royal Dr,FOR_RENT,APARTMENT,34.144238,-118.20364,,,sqft,500.0,sqft,,1.0,1.0,1.0,,,,,,,,,,2609300.0,2163.0,"[('2021-12-30', 1275000)]",5.0,2500,USD,
91326,11854 Hillsborough Ln,FOR_RENT,SINGLE_FAMILY,34.290043,-118.57299,,,sqft,4903.0,sqft,,5.0,6.0,6.0,,,,['Forced Air'],['Central Air'],,,,,2997200.0,11355.0,[],3.0,14800,USD,
